,rank,title,broadcast,episode,date,genre,category,DateTime,count
8118,19,한 번 다녀왔습니다,KBS 2TV,7-8,2020-04-05,드라마,지상파,2020-04-07 19:00:00,1
8119,20,사장님 귀는 당나귀 귀,KBS 2TV,50,2020-04-05,예능,지상파,2020-04-07 19:00:00,1
8120,21,그것이 알고싶다,SBS,1209,2020-04-04,시사교양,지상파,2020-04-07 19:00:00,1
8121,22,백종원의 골목식당,SBS,112,2020-04-01,예능,지상파,2020-04-07 19:00:00,1
8122,23,라디오스타,MBC,663,2020-04-01,예능,지상파,2020-04-07 19:00:00,1
8123,24,맛있는 녀석들,iHQ,267,2020-04-03,예능,케이블,2020-04-07 19:00:00,1
8124,25,계약우정,KBS 2TV,1-2,2020-04-06,드라마,지상파,2020-04-07 19:00:00,1
8125,26,선을 넘는 녀석들-리턴즈,MBC,32,2020-04-05,예능,지상파,2020-04-07 19:00:00,1
8126,27,신청곡을 불러드립니다-사랑의 콜센타,TV CHOSUN,1,2020-04-02,예능,종편,2020-04-07 19:00:00,1
8127,28,그 남자의 기억법,MBC,11-12,2020-04-02,드라마,지상파,2020-04-07 19:00:00,1
8128,29,아내의 맛,TV CHOSUN,91,2020-03-31,예능,종편,2020-04-07 19:00:00,1
8129,30,아무도 모른다[19세],SBS,11,2020-04-06,드라마,지상파,2020-04-07 19:00:00,1
8130,31,꽃길만 걸어요,KBS 1TV,115,2020-04-06,드라마,지상파,2020-04-07 19:00:00,1
8131,32,일일드라마 위험한 약속,KBS 2TV,6,2020-04-06,드라마,지상파,2020-04-07 19:00:00,1
8132,33,하트시그널 시즌3,채널A,2,2020-04-01,예능,종편,2020-04-07 19:00:00,1
8133,34,신상 출시 편스토랑,KBS 2TV,23,2020-04-03,예능,지상파,2020-04-07 19:00:00,1
8134,35,연애의 참견3,KBS JOY,13,2020-03-31,예능,케이블,2020-04-07 19:00:00,1
8135,36,끼리끼리,MBC,11,2020-04-05,예능,지상파,2020-04-07 19:00:00,1
8136,37,맛남의 광장,SBS,18,2020-04-02,예능,지상파,2020-04-07 19:00:00,1
8137,38,김병만의 정글의 법칙,SBS,408,2020-04-04,예능,지상파,2020-04-07 19:00:00,1
8138,39,오지GO,MBN,7,2020-04-06,예능,종편,2020-04-07 19:00:00,1
8139,40,집사부일체,SBS,114,2020-04-05,예능,지상파,2020-04-07 19:00:00,1
8140,41,미스터트롯의 맛,TV CHOSUN,2,2020-03-26,예능,종편,2020-04-07 19:00:00,1
8141,42,도시어부2: 대항해시대,채널A,16,2020-04-02,예능,종편,2020-04-07 19:00:00,1
8142,43,어서와 한국은 처음이지?,MBC Every1,133,2020-04-02,예능,케이블,2020-04-07 19:00:00,1
8143,44,궁금한 이야기 Y,SBS,490,2020-04-03,시사교양,지상파,2020-04-07 19:00:00,1
8144,45,풍문으로 들었쇼,채널A,234,2020-04-06,예능,종편,2020-04-07 19:00:00,1
8145,46,기막힌 이야기 실제상황,MBN,385,2020-04-05,시사교양,종편,2020-04-07 19:00:00,1
8146,47,밥은 먹고 다니냐?,SBS Plus,24,2020-04-06,예능,케이블,2020-04-07 19:00:00,1
8147,48,낭만닥터 김사부 2,SBS,16,2020-02-25,드라마,지상파,2020-04-07 19:00:00,1
8148,49,판도라,MBN,164,2020-04-06,시사교양,종편,2020-04-07 19:00:00,1
8149,50,TV 동물농장,SBS,963,2020-04-05,예능,지상파,2020-04-07 19:00:00,1
8150,51,불타는 청춘,SBS,247,2020-03-31,예능,지상파,2020-04-07 19:00:00,1
8151,52,탐사기획 스트레이트,MBC,84,2020-04-06,시사교양,지상파,2020-04-07 19:00:00,1
8152,53,트롯신이 떴다,SBS,5,2020-04-01,예능,지상파,2020-04-07 19:00:00,1
8153,54,유별나! 문셰프,채널A,4,2020-04-04,드라마,종편,2020-04-07 19:00:00,1
8154,55,미스터트롯,TV CHOSUN,11,2020-03-12,예능,종편,2020-04-07 19:00:00,1
8155,56,어쩌다 가족,JAYE,2,2020-04-05,드라마,케이블,2020-04-07 19:00:00,1
8156,57,얼마예요?,TV CHOSUN,132,2020-04-06,예능,종편,2020-04-07 19:00:00,1
8157,58,복면가왕,MBC,249,2020-04-05,예능,지상파,2020-04-07 19:00:00,1
8158,59,아이콘택트,채널A,34,2020-04-06,예능,종편,2020-04-07 19:00:00,1
8159,60,불후의 명곡 전설을 노래하다,KBS 2TV,449,2020-04-04,예능,지상파,2020-04-07 19:00:00,1
8160,61,자연스럽게,MBN,35,2020-04-04,예능,종편,2020-04-07 19:00:00,1
8161,62,실화탐사대,MBC,75,2020-04-01,시사교양,지상파,2020-04-07 19:00:00,1
8162,63,그들이 사는 세상,KBS 2TV,1,2008-10-27,드라마,지상파,2020-04-07 19:00:00,1
8163,64,인간극장,KBS 1TV,4400,2020-04-07,시사교양,지상파,2020-04-07 19:00:00,1
8164,65,이제 만나러 갑니다,채널A,433,2020-04-05,예능,종편,2020-04-07 19:00:00,1
8165,66,편애중계,MBC,21,2020-04-03,예능,지상파,2020-04-07 19:00:00,1
8166,67,무한도전,MBC,272,2011-10-22,예능,지상파,2020-04-07 19:00:00,1
8167,68,비디오스타,MBC Every1,190,2020-03-31,예능,케이블,2020-04-07 19:00:00,1
8168,69,해피 투게더,KBS 2TV,634,2020-04-02,예능,지상파,2020-04-07 19:00:00,1
8169,70,아빠본색,채널A,194,2020-04-05,예능,종편,2020-04-07 19:00:00,1
8170,71,스토브리그,SBS,13,2020-02-01,드라마,지상파,2020-04-07 19:00:00,1
8171,72,수목 드라마 슈츠,KBS 2TV,1,2018-04-25,드라마,지상파,2020-04-07 19:00:00,1
8172,73,모던 패밀리,MBN,57,2020-04-03,예능,종편,2020-04-07 19:00:00,1
8173,74,신비한 TV 서프라이즈,MBC,910,2020-04-05,예능,지상파,2020-04-07 19:00:00,1
8174,75,천일야사,채널A,171,2020-03-31,시사교양,종편,2020-04-07 19:00:00,1
8175,76,하트시그널 시즌2,채널A,2,2018-03-23,예능,종편,2020-04-07 19:00:00,1
8176,77,속풀이쇼 동치미,MBN,386,2020-04-04,예능,종편,2020-04-07 19:00:00,1
8177,78,출발! 비디오 여행,MBC,1326,2020-04-05,예능,지상파,2020-04-07 19:00:00,1
8178,79,공사창립 특별기획 태양의 후예,KBS 2TV,3,2016-03-02,드라마,지상파,2020-04-07 19:00:00,1
8179,80,동백꽃 필 무렵,KBS 2TV,15-16,2019-10-10,드라마,지상파,2020-04-07 19:00:00,1
8180,81,살림하는 남자들,KBS 2TV,159,2020-03-25,예능,지상파,2020-04-07 19:00:00,1
8181,82,의사요한,SBS,7,2019-08-09,드라마,지상파,2020-04-07 19:00:00,1
8182,83,닥터스,SBS,7,2016-07-11,드라마,지상파,2020-04-07 19:00:00,1
8183,84,"쌈, 마이웨이",KBS 2TV,2,2017-05-23,드라마,지상파,2020-04-07 19:00:00,1
8184,85,낭만닥터 김사부 ,SBS,20,2017-01-16,드라마,지상파,2020-04-07 19:00:00,1
8185,86,어서와,KBS 2TV,1-2,2020-03-25,드라마,지상파,2020-04-07 19:00:00,1
8186,87,유희열의 스케치북,KBS 2TV,485,2020-04-03,예능,지상파,2020-04-07 19:00:00,1
8187,88,질투의 화신,SBS,7,2016-09-14,드라마,지상파,2020-04-07 19:00:00,1
8188,89,SBS 스페셜,SBS,588,2020-04-05,시사교양,지상파,2020-04-07 19:00:00,1
8189,90,공부가 머니?,MBC,22,2020-04-03,예능,지상파,2020-04-07 19:00:00,1
8190,91,"진짜 농구, 핸섬 타이거즈",SBS,12,2020-03-27,예능,지상파,2020-04-07 19:00:00,1
8191,92,강적들,TV CHOSUN,327,2020-04-04,시사교양,종편,2020-04-07 19:00:00,1
8192,93,사사건건,KBS 1TV,430,2020-04-07,시사교양,지상파,2020-04-07 19:00:00,1
8193,94,제보자들,KBS 2TV,162,2020-04-02,시사교양,지상파,2020-04-07 19:00:00,1
8194,95,날아라 슛돌이 뉴 비기닝,KBS 2TV,13,2020-03-31,예능,지상파,2020-04-07 19:00:00,1
8195,96,생활의 달인,SBS,729,2020-04-06,시사교양,지상파,2020-04-07 19:00:00,1
8196,97,나는 자연인이다,MBN,394,2020-04-01,시사교양,종편,2020-04-07 19:00:00,1
8197,98,어쩌다 발견한 하루,MBC,1-2,2019-10-02,드라마,지상파,2020-04-07 19:00:00,1
8198,99,라스트싱어,MBN,3,2020-04-02,예능,종편,2020-04-07 19:00:00,1
8199,100,프로듀사,KBS 2TV,8,2015-06-06,드라마,지상파,2020-04-07 19:00:00,1
8200,101,아무도 모른다,SBS,11,2020-04-06,드라마,지상파,2020-04-07 19:00:00,2
8201,102,365 : 운명을 거스르는 1년,MBC,9-10,2020-04-06,드라마,지상파,2020-04-07 19:00:00,2
8202,103,맛 좀 보실래요,SBS,106,2020-04-07,드라마,지상파,2020-04-07 19:00:00,2
8203,104,하이에나,SBS,14,2020-04-04,드라마,지상파,2020-04-07 19:00:00,2
8204,105,나쁜사랑,MBC,91,2020-04-07,드라마,지상파,2020-04-07 19:00:00,2
8205,106,한 번 다녀왔습니다,KBS 2TV,7-8,2020-04-05,드라마,지상파,2020-04-07 19:00:00,2
8206,107,계약우정,KBS 2TV,1-2,2020-04-06,드라마,지상파,2020-04-07 19:00:00,2
8207,108,그 남자의 기억법,MBC,11-12,2020-04-02,드라마,지상파,2020-04-07 19:00:00,2
8208,109,아무도 모른다[19세],SBS,11,2020-04-06,드라마,지상파,2020-04-07 19:00:00,2
8209,110,꽃길만 걸어요,KBS 1TV,115,2020-04-06,드라마,지상파,2020-04-07 19:00:00,2
8210,111,일일드라마 위험한 약속,KBS 2TV,6,2020-04-06,드라마,지상파,2020-04-07 19:00:00,2
8211,112,낭만닥터 김사부 2,SBS,16,2020-02-25,드라마,지상파,2020-04-07 19:00:00,2
8212,113,유별나! 문셰프,채널A,4,2020-04-04,드라마,종편,2020-04-07 19:00:00,2
8213,114,어쩌다 가족,JAYE,2,2020-04-05,드라마,케이블,2020-04-07 19:00:00,2
8214,115,그들이 사는 세상,KBS 2TV,1,2008-10-27,드라마,지상파,2020-04-07 19:00:00,2
8215,116,스토브리그,SBS,13,2020-02-01,드라마,지상파,2020-04-07 19:00:00,2
8216,117,수목 드라마 슈츠,KBS 2TV,1,2018-04-25,드라마,지상파,2020-04-07 19:00:00,2
8217,118,공사창립 특별기획 태양의 후예,KBS 2TV,3,2016-03-02,드라마,지상파,2020-04-07 19:00:00,2
8218,119,동백꽃 필 무렵,KBS 2TV,15-16,2019-10-10,드라마,지상파,2020-04-07 19:00:00,2
8219,120,의사요한,SBS,7,2019-08-09,드라마,지상파,2020-04-07 19:00:00,2
8220,121,닥터스,SBS,7,2016-07-11,드라마,지상파,2020-04-07 19:00:00,2
8221,122,"쌈, 마이웨이",KBS 2TV,2,2017-05-23,드라마,지상파,2020-04-07 19:00:00,2
8222,123,낭만닥터 김사부 ,SBS,20,2017-01-16,드라마,지상파,2020-04-07 19:00:00,2
8223,124,어서와,KBS 2TV,1-2,2020-03-25,드라마,지상파,2020-04-07 19:00:00,2
8224,125,질투의 화신,SBS,7,2016-09-14,드라마,지상파,2020-04-07 19:00:00,2
8225,126,어쩌다 발견한 하루,MBC,1-2,2019-10-02,드라마,지상파,2020-04-07 19:00:00,2
8226,127,프로듀사,KBS 2TV,8,2015-06-06,드라마,지상파,2020-04-07 19:00:00,2
8227,128,사랑은 뷰티풀 인생은 원더풀,KBS 2TV,99-100,2020-03-22,드라마,지상파,2020-04-07 19:00:00,2
8228,129,꽃보다 남자,KBS 2TV,5,2009-01-19,드라마,지상파,2020-04-07 19:00:00,2
8229,130,수상한 파트너,SBS,1,2017-05-10,드라마,지상파,2020-04-07 19:00:00,2
8230,131,금토드라마 고백부부,KBS 2TV,1,2017-10-13,드라마,지상파,2020-04-07 19:00:00,2
8231,132,연애의 발견,KBS 2TV,7,2014-09-08,드라마,지상파,2020-04-07 19:00:00,2
8232,133,열혈사제,SBS,6,2019-03-02,드라마,지상파,2020-04-07 19:00:00,2
8233,134,"내딸, 금사월",MBC,51,2016-02-28,드라마,지상파,2020-04-07 19:00:00,2
8234,135,김과장,KBS 2TV,15,2017-03-15,드라마,지상파,2020-04-07 19:00:00,2
8235,136,별에서 온 그대,SBS,2,2013-12-19,드라마,지상파,2020-04-07 19:00:00,2
8236,137,더킹 투하츠,MBC,6,2012-04-05,드라마,지상파,2020-04-07 19:00:00,2
8237,138,달의 연인-보보경심 려,SBS,20,2016-11-01,드라마,지상파,2020-04-07 19:00:00,2
8238,139,너의 목소리가 들려,SBS,15,2013-07-24,드라마,지상파,2020-04-07 19:00:00,2
8239,140,언니는 살아있다,SBS,54,2017-10-14,드라마,지상파,2020-04-07 19:00:00,2
8240,141,친애하는 판사님께,SBS,10,2018-08-29,드라마,지상파,2020-04-07 19:00:00,2
8241,142,상속자들,SBS,8,2013-10-31,드라마,지상파,2020-04-07 19:00:00,2
8242,143,내 뒤에 테리우스,MBC,5-6,2018-10-03,드라마,지상파,2020-04-07 19:00:00,2
8243,144,동이,MBC,45,2010-08-23,드라마,지상파,2020-04-07 19:00:00,2
8244,145,뿌리깊은 나무,SBS,13,2011-11-16,드라마,지상파,2020-04-07 19:00:00,2
8245,146,황후의 품격,SBS,26,2019-02-21,드라마,지상파,2020-04-07 19:00:00,2
8246,147,푸른 바다의 전설,SBS,6,2016-12-01,드라마,지상파,2020-04-07 19:00:00,2
8247,148,대조영,KBS 1TV,15,2006-11-04,드라마,지상파,2020-04-07 19:00:00,2
8248,149,터치,채널A,16,2020-02-22,드라마,종편,2020-04-07 19:00:00,2
8249,150,오로라 공주,MBC,109,2013-10-23,드라마,지상파,2020-04-07 19:00:00,2
8250,151,괜찮아 사랑이야,SBS,3,2014-07-30,드라마,지상파,2020-04-07 19:00:00,2
8251,152,아이템,MBC,1-2,2019-02-11,드라마,지상파,2020-04-07 19:00:00,2
8252,153,육룡이 나르샤,SBS,28,2016-01-05,드라마,지상파,2020-04-07 19:00:00,2
8253,154,VIP,SBS,16,2019-12-24,드라마,지상파,2020-04-07 19:00:00,2
8254,155,봄밤,MBC,3-4,2019-05-23,드라마,지상파,2020-04-07 19:00:00,2
8255,156,포레스트,KBS 2TV,7-8,2020-02-06,드라마,지상파,2020-04-07 19:00:00,2
8256,157,당신이 잠든 사이에,SBS,2,2017-09-27,드라마,지상파,2020-04-07 19:00:00,2
8257,158,신사의 품격,SBS,17,2012-07-21,드라마,지상파,2020-04-07 19:00:00,2
8258,159,그녀는 예뻤다,MBC,10,2015-10-21,드라마,지상파,2020-04-07 19:00:00,2
8259,160,킬미힐미,MBC,8,2015-01-29,드라마,지상파,2020-04-07 19:00:00,2
8260,161,커피프린스 1호점,MBC,3 ,2007-07-09,드라마,지상파,2020-04-07 19:00:00,2
8261,162,대장금,MBC,12 ,2003-10-21,드라마,지상파,2020-04-07 19:00:00,2
8262,163,시크릿 가든,SBS,3,2010-11-20,드라마,지상파,2020-04-07 19:00:00,2
8263,164,아버지가 이상해,KBS 2TV,27,2017-06-03,드라마,지상파,2020-04-07 19:00:00,2
8264,165,MBN 수목드라마 우아한 가,MBN,11,2019-10-02,드라마,종편,2020-04-07 19:00:00,2
8265,166,궁,MBC,12,2006-02-16,드라마,지상파,2020-04-07 19:00:00,2
8266,167,일일드라마 우아한 모녀,KBS 2TV,103,2020-03-27,드라마,지상파,2020-04-07 19:00:00,2
8267,168,주군의 태양,SBS,17,2013-10-03,드라마,지상파,2020-04-07 19:00:00,2
8268,169,조선로코 - 녹두전,KBS 2TV,1-2,2019-09-30,드라마,지상파,2020-04-07 19:00:00,2
8269,170,역도요정 김복주,MBC,13,2016-12-28,드라마,지상파,2020-04-07 19:00:00,2
8270,171,후아유-학교 2015,KBS 2TV,6,2015-05-12,드라마,지상파,2020-04-07 19:00:00,2
8271,172,검법남녀 시즌2,MBC,31-32,2019-07-29,드라마,지상파,2020-04-07 19:00:00,2
8272,173,특별근로감독관 조장풍,MBC,31-32,2019-05-28,드라마,지상파,2020-04-07 19:00:00,2
8273,174,힐러,KBS 2TV,20,2015-02-10,드라마,지상파,2020-04-07 19:00:00,2
8274,175,보고 또 보고,MBC,264,1999-03-22,드라마,지상파,2020-04-07 19:00:00,2
8275,176,허준,MBC,50 ,2000-05-09,드라마,지상파,2020-04-07 19:00:00,2
8276,177,아이가 다섯,KBS 2TV,32,2016-06-05,드라마,지상파,2020-04-07 19:00:00,2
8277,178,최고의 사랑,MBC,11,2011-06-08,드라마,지상파,2020-04-07 19:00:00,2
8278,179,올인,SBS,1,2003-01-15,드라마,지상파,2020-04-07 19:00:00,2
8279,180,맨도롱 또ㅤㄸㅗㅅ,MBC,2,2015-05-14,드라마,지상파,2020-04-07 19:00:00,2
8280,181,수목 드라마 닥터 프리즈너,KBS 2TV,3-4,2019-03-21,드라마,지상파,2020-04-07 19:00:00,2
8281,182,역적 : 백성을 훔친 도적,MBC,15,2017-03-20,드라마,지상파,2020-04-07 19:00:00,2
8282,183,리멤버 - 아들의 전쟁,SBS,8,2016-01-07,드라마,지상파,2020-04-07 19:00:00,2
8283,184,내 이름은 김삼순,MBC,15 ,2005-07-20,드라마,지상파,2020-04-07 19:00:00,2
8284,185,99억의 여자,KBS 2TV,21-22,2020-01-08,드라마,지상파,2020-04-07 19:00:00,2
8285,186,내조의 여왕,MBC,18,2009-05-12,드라마,지상파,2020-04-07 19:00:00,2
8286,187,제5공화국,MBC,14,2005-06-05,드라마,지상파,2020-04-07 19:00:00,2
8287,188,더게임:0시를 향하여,MBC,23-24,2020-02-27,드라마,지상파,2020-04-07 19:00:00,2
8288,189,미세스 캅,SBS,15,2015-09-21,드라마,지상파,2020-04-07 19:00:00,2
8289,190,간택-여인들의 전쟁,TV CHOSUN,16,2020-02-09,드라마,종편,2020-04-07 19:00:00,2
8290,191,펀치,SBS,1,2014-12-15,드라마,지상파,2020-04-07 19:00:00,2
8291,192,"하이드 지킬, 나",SBS,16,2015-03-12,드라마,지상파,2020-04-07 19:00:00,2
8292,193,앵그리맘,MBC,4,2015-03-26,드라마,지상파,2020-04-07 19:00:00,2
8293,194,히트,MBC,2 ,2007-03-20,드라마,지상파,2020-04-07 19:00:00,2
8294,195,어머님은 내 며느리,SBS,136,2015-12-31,드라마,지상파,2020-04-07 19:00:00,2
8295,196,구르미 그린 달빛,KBS 2TV,1,2016-08-22,드라마,지상파,2020-04-07 19:00:00,2
8296,197,추리의 여왕,KBS 2TV,1,2017-04-05,드라마,지상파,2020-04-07 19:00:00,2
8297,198,쇼핑왕 루이,MBC,5,2016-10-06,드라마,지상파,2020-04-07 19:00:00,2
8298,199,오 마이 비너스,KBS 2TV,11,2015-12-21,드라마,지상파,2020-04-07 19:00:00,2
8299,200,각시탈,KBS 2TV,17,2012-07-25,드라마,지상파,2020-04-07 19:00:00,2
8300,201,슈퍼맨이 돌아왔다,KBS 2TV,324,2020-04-05,예능,지상파,2020-04-07 19:00:00,3
8301,202,동상이몽2_너는 내 운명,SBS,140,2020-04-06,예능,지상파,2020-04-07 19:00:00,3
8302,203,개는 훌륭하다,KBS 2TV,22,2020-04-06,예능,지상파,2020-04-07 19:00:00,3
8303,204,미운 우리 새끼,SBS,184,2020-04-05,예능,지상파,2020-04-07 19:00:00,3
8304,205,런닝맨,SBS,497,2020-04-05,예능,지상파,2020-04-07 19:00:00,3
8305,206,나 혼자 산다,MBC,340,2020-04-03,예능,지상파,2020-04-07 19:00:00,3
8306,207,놀면 뭐하니?,MBC,36,2020-04-04,예능,지상파,2020-04-07 19:00:00,3
8307,208,무엇이든 물어보살,KBS JOY,55,2020-04-06,예능,케이블,2020-04-07 19:00:00,3
8308,209,구해줘! 홈즈,MBC,52,2020-04-05,예능,지상파,2020-04-07 19:00:00,3
8309,210,부러우면 지는거다,MBC,5,2020-04-06,예능,지상파,2020-04-07 19:00:00,3
8310,211,전지적 참견시점,MBC,98,2020-04-04,예능,지상파,2020-04-07 19:00:00,3
8311,212,1박2일 시즌4,KBS 2TV,18,2020-04-05,예능,지상파,2020-04-07 19:00:00,3
8312,213,옥탑방의 문제아들,KBS 2TV,72,2020-04-06,예능,지상파,2020-04-07 19:00:00,3
8313,214,사장님 귀는 당나귀 귀,KBS 2TV,50,2020-04-05,예능,지상파,2020-04-07 19:00:00,3
8314,215,백종원의 골목식당,SBS,112,2020-04-01,예능,지상파,2020-04-07 19:00:00,3
8315,216,라디오스타,MBC,663,2020-04-01,예능,지상파,2020-04-07 19:00:00,3
8316,217,맛있는 녀석들,iHQ,267,2020-04-03,예능,케이블,2020-04-07 19:00:00,3
8317,218,선을 넘는 녀석들-리턴즈,MBC,32,2020-04-05,예능,지상파,2020-04-07 19:00:00,3
8318,219,신청곡을 불러드립니다-사랑의 콜센타,TV CHOSUN,1,2020-04-02,예능,종편,2020-04-07 19:00:00,3
8319,220,아내의 맛,TV CHOSUN,91,2020-03-31,예능,종편,2020-04-07 19:00:00,3
8320,221,하트시그널 시즌3,채널A,2,2020-04-01,예능,종편,2020-04-07 19:00:00,3
8321,222,신상 출시 편스토랑,KBS 2TV,23,2020-04-03,예능,지상파,2020-04-07 19:00:00,3
8322,223,연애의 참견3,KBS JOY,13,2020-03-31,예능,케이블,2020-04-07 19:00:00,3
8323,224,끼리끼리,MBC,11,2020-04-05,예능,지상파,2020-04-07 19:00:00,3
8324,225,맛남의 광장,SBS,18,2020-04-02,예능,지상파,2020-04-07 19:00:00,3
8325,226,김병만의 정글의 법칙,SBS,408,2020-04-04,예능,지상파,2020-04-07 19:00:00,3
8326,227,오지GO,MBN,7,2020-04-06,예능,종편,2020-04-07 19:00:00,3
8327,228,집사부일체,SBS,114,2020-04-05,예능,지상파,2020-04-07 19:00:00,3
8328,229,미스터트롯의 맛,TV CHOSUN,2,2020-03-26,예능,종편,2020-04-07 19:00:00,3
8329,230,도시어부2: 대항해시대,채널A,16,2020-04-02,예능,종편,2020-04-07 19:00:00,3
8330,231,어서와 한국은 처음이지?,MBC Every1,133,2020-04-02,예능,케이블,2020-04-07 19:00:00,3
8331,232,풍문으로 들었쇼,채널A,234,2020-04-06,예능,종편,2020-04-07 19:00:00,3
8332,233,밥은 먹고 다니냐?,SBS Plus,24,2020-04-06,예능,케이블,2020-04-07 19:00:00,3
8333,234,TV 동물농장,SBS,963,2020-04-05,예능,지상파,2020-04-07 19:00:00,3
8334,235,불타는 청춘,SBS,247,2020-03-31,예능,지상파,2020-04-07 19:00:00,3
8335,236,트롯신이 떴다,SBS,5,2020-04-01,예능,지상파,2020-04-07 19:00:00,3
8336,237,미스터트롯,TV CHOSUN,11,2020-03-12,예능,종편,2020-04-07 19:00:00,3
8337,238,얼마예요?,TV CHOSUN,132,2020-04-06,예능,종편,2020-04-07 19:00:00,3
8338,239,복면가왕,MBC,249,2020-04-05,예능,지상파,2020-04-07 19:00:00,3
8339,240,아이콘택트,채널A,34,2020-04-06,예능,종편,2020-04-07 19:00:00,3
8340,241,불후의 명곡 전설을 노래하다,KBS 2TV,449,2020-04-04,예능,지상파,2020-04-07 19:00:00,3
8341,242,자연스럽게,MBN,35,2020-04-04,예능,종편,2020-04-07 19:00:00,3
8342,243,이제 만나러 갑니다,채널A,433,2020-04-05,예능,종편,2020-04-07 19:00:00,3
8343,244,편애중계,MBC,21,2020-04-03,예능,지상파,2020-04-07 19:00:00,3
8344,245,무한도전,MBC,272,2011-10-22,예능,지상파,2020-04-07 19:00:00,3
8345,246,비디오스타,MBC Every1,190,2020-03-31,예능,케이블,2020-04-07 19:00:00,3
8346,247,해피 투게더,KBS 2TV,634,2020-04-02,예능,지상파,2020-04-07 19:00:00,3
8347,248,아빠본색,채널A,194,2020-04-05,예능,종편,2020-04-07 19:00:00,3
8348,249,모던 패밀리,MBN,57,2020-04-03,예능,종편,2020-04-07 19:00:00,3
8349,250,신비한 TV 서프라이즈,MBC,910,2020-04-05,예능,지상파,2020-04-07 19:00:00,3
8350,251,하트시그널 시즌2,채널A,2,2018-03-23,예능,종편,2020-04-07 19:00:00,3
8351,252,속풀이쇼 동치미,MBN,386,2020-04-04,예능,종편,2020-04-07 19:00:00,3
